EXPRESSION;FITNESS;TIME (Milliseconds);
UBL3 = log ((log ((seq1014_UBL3(t - 1) + (cosine (log seq1235_ADD3(t - 1)))) + (log ((seq1257_TAGAP(t - 1) / seq1080_IRS2(t - 1)) + (seq493_AXIN2(t - 1) * seq244_RCE1(t - 1)))))) - ((sine (cosine ((sine seq200_SERPINB1(t - 1)) + (cosine seq348_PTEN(t - 1))))) + ((((seq1257_TAGAP(t - 1) / seq1080_IRS2(t - 1)) + (seq493_AXIN2(t - 1) * seq244_RCE1(t - 1))) * ((seq521_OGFR(t - 1) - seq44_MGC3020(t - 1)) - (seq889_PRIC285(t - 1) * seq1255_MBP(t - 1)))) + ((cosine (cosine seq1348_MBP(t - 1))) - (sine (seq225_SMAD3(t - 1) * seq1288_MAD1L1(t - 1)))))));1,76;1741
GPR132 = ((((((((seq1243_RORA(t - 1) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01;2,4;2638
RELB = seq1255_MBP(t - 1) * (log 4.0);2,11;1601
ADD3 = (seq1170_RGS2(t - 1) + seq732_MEF2D(t - 1)) - seq493_AXIN2(t - 1);2,64;2320
IDS = (seq1235_ADD3(t - 1) - seq1348_MBP(t - 1)) + seq571_HIVEP1(t - 1);2,25;2220
TBC1D2B = log (((log seq1241_MAL(t - 1)) - (seq930_TMC6(t - 1) * seq901_C1orf218(t - 1))) * ((log seq44_MGC3020(t - 1)) - (seq901_C1orf218(t - 1) * seq433_ST3GAL5(t - 1))));2,37;1709
IRS2 = (seq888_ADD3(t - 1) * seq660_LEPROTL1(t - 1)) / seq768_LAX1(t - 1);3,48;1861
TLE4 = seq1355_CYTH1(t - 1);2,33;1938
RIPK1 = seq660_LEPROTL1(t - 1);2,17;2079
PDE3B = seq1042_ADD3(t - 1);1,58;1657
LYSMD4 = seq668_TMEM97(t - 1);1,74;1666
RGS2 = (((seq1242_P2RY10(t - 1) / seq521_OGFR(t - 1)) * (seq635_AUTS2(t - 1) / seq21_HAPLN3(t - 1))) + (sine (log seq837_GPR18(t - 1)))) * (log ((seq475_SYTL3(t - 1) * seq888_ADD3(t - 1)) + (log ((seq1242_P2RY10(t - 1) / seq521_OGFR(t - 1)) * ((seq1242_P2RY10(t - 1) / seq521_OGFR(t - 1)) * (seq635_AUTS2(t - 1) / seq21_HAPLN3(t - 1)))))));1,02;1668
SMAD7 = seq1235_ADD3(t - 1);2,76;1649
MX2 = seq433_ST3GAL5(t - 1);2,76;1627
FCGBP = seq146_FAM84B(t - 1);2,7;1647
ADD3 = seq888_ADD3(t - 1) * (seq799_CYLD(t - 1) / seq44_MGC3020(t - 1));2,32;1589
MAL = ((((seq348_PTEN(t - 1) - 0.01) - 0.01) - 0.01) - 0.01) - 0.01;1,88;1613
P2RY10 = (cosine seq799_CYLD(t - 1)) + seq1255_MBP(t - 1);2,22;1671
RORA = seq1278_CDC42SE1(t - 1);2,8;1751
MBP = (sine (sine ((cosine (((cosine seq676_DIP2B(t - 1)) + (seq1080_IRS2(t - 1) + seq1170_RGS2(t - 1))) - (cosine (seq1170_RGS2(t - 1) * seq957_IRF7(t - 1))))) / ((((seq1097_TLE4(t - 1) + seq388_EIF2AK2(t - 1)) - (cosine seq1243_RORA(t - 1))) * (cosine (seq912_SMARCA2(t - 1) / seq608_HOOK1(t - 1)))) / ((log (log seq804_MAP1LC3A(t - 1))) - ((seq930_TMC6(t - 1) - seq888_ADD3(t - 1)) + (log seq493_AXIN2(t - 1)))))))) + seq1342_PYHIN1(t - 1);1,88;1607
TAGAP = (cosine (sine ((cosine (sine ((((cosine (sine (cosine (cosine ((cosine (sine (((cosine (sine (cosine (sine seq1255_MBP(t - 1))))) + seq1255_MBP(t - 1)) + seq1255_MBP(t - 1)))) + seq1255_MBP(t - 1)))))) + seq1255_MBP(t - 1)) * (sine (sine (sine seq571_HIVEP1(t - 1))))) + seq1255_MBP(t - 1)))) + seq1255_MBP(t - 1)))) + seq1255_MBP(t - 1);2,75;1797
SYTL2 = seq1242_P2RY10(t - 1);3,7;1611
UBASH3A = seq1342_PYHIN1(t - 1) - ((cosine seq281_KIAA0748(t - 1)) / seq1342_PYHIN1(t - 1));1,87;1588
